Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
17	83077.0	106298.0	119499.0	128441.0	135306.0	140923.0	145622.0	149880.0	153684.0	157148.0	160293.0	163242.0	165992.0	168664.0	171184.0	173418.0	175625.0	177743.0	179895.0	181937.0
2	87276.0	110802.0	124060.0	133421.0	140701.0	146670.0	151961.0	156447.0	160536.0	164298.0	167821.0	171013.0	173947.0	176853.0	179581.0	182184.0	184619.0	187009.0	189273.0	191495.0
20	98043.0	121587.0	135251.0	144987.0	152637.0	158920.0	164543.0	169377.0	173771.0	177865.0	181600.0	185039.0	188392.0	191578.0	194526.0	197345.0	199977.0	202561.0	205080.0	207355.0
26	97363.0	127039.0	143664.0	155582.0	165302.0	173731.0	181210.0	188236.0	194699.0	200610.0	206340.0	211840.0	217058.0	222005.0	226918.0	231485.0	235863.0	240201.0	244456.0	248629.0
27	96025.0	124866.0	140940.0	152342.0	161523.0	169603.0	176779.0	183400.0	189525.0	195326.0	200777.0	205877.0	210737.0	215595.0	220121.0	224390.0	228668.0	232663.0	236601.0	240379.0
28	109849.0	139905.0	157509.0	170853.0	182023.0	191847.0	200771.0	209124.0	216924.0	224177.0	230919.0	237387.0	243470.0	249455.0	255054.0	260496.0	265856.0	270877.0	275846.0	280628.0
29	102600.0	131848.0	148624.0	160730.0	170933.0	179817.0	187932.0	195113.0	202034.0	208453.0	214652.0	220473.0	226043.0	231304.0	236457.0	241372.0	246133.0	250690.0	255092.0	259479.0
30	103037.0	132496.0	149124.0	161591.0	171946.0	181018.0	189326.0	196776.0	203826.0	210499.0	216914.0	223050.0	228822.0	234225.0	239435.0	244442.0	249330.0	254145.0	258811.0	263305.0
31	84394.0	112701.0	128766.0	140063.0	149131.0	156950.0	163831.0	170175.0	175853.0	181110.0	186142.0	190844.0	195298.0	199630.0	203819.0	207794.0	211486.0	215176.0	218736.0	222200.0
32	82726.0	110275.0	125649.0	136635.0	145063.0	152249.0	158470.0	164206.0	169474.0	174208.0	178708.0	182934.0	187125.0	191124.0	194776.0	198363.0	201703.0	205010.0	208101.0	211307.0
33	78042.0	105885.0	121943.0	133237.0	142282.0	149895.0	156579.0	162488.0	168033.0	173239.0	178080.0	182508.0	186858.0	190987.0	194826.0	198551.0	202067.0	205468.0	208828.0	211987.0
5	75077.0	98684.0	112274.0	121445.0	128857.0	134823.0	139966.0	144401.0	148382.0	151945.0	155163.0	158141.0	160945.0	163686.0	166148.0	168514.0	170830.0	172970.0	175009.0	177009.0
