Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
17	78643.0	98507.0	108636.0	114984.0	119387.0	122791.0	125464.0	127771.0	129724.0	131443.0	132904.0	134233.0	135419.0	136576.0	137594.0	138485.0	139318.0	140131.0	140894.0	141622.0
2	82311.0	101944.0	111899.0	118260.0	122761.0	126227.0	129056.0	131378.0	133358.0	135112.0	136719.0	138039.0	139278.0	140425.0	141495.0	142487.0	143388.0	144301.0	145106.0	145876.0
20	90488.0	108468.0	117528.0	123248.0	127339.0	130357.0	132921.0	135026.0	136764.0	138353.0	139773.0	140995.0	142152.0	143230.0	144189.0	145080.0	145906.0	146692.0	147419.0	148073.0
26	88797.0	110919.0	120763.0	126493.0	130370.0	133432.0	135865.0	137994.0	139813.0	141300.0	142687.0	144003.0	145142.0	146195.0	147218.0	148116.0	148982.0	149824.0	150644.0	151392.0
27	88179.0	110307.0	120241.0	126072.0	129997.0	133026.0	135505.0	137554.0	139292.0	140884.0	142281.0	143479.0	144619.0	145700.0	146666.0	147563.0	148384.0	149154.0	149914.0	150575.0
28	97891.0	117964.0	126506.0	131710.0	135393.0	138230.0	140562.0	142502.0	144222.0	145728.0	147050.0	148284.0	149404.0	150421.0	151340.0	152228.0	153043.0	153785.0	154500.0	155163.0
29	92618.0	113495.0	122751.0	128103.0	131889.0	134719.0	137089.0	139040.0	140790.0	142307.0	143670.0	144922.0	146024.0	147064.0	148043.0	148925.0	149756.0	150503.0	151258.0	151935.0
30	92468.0	113040.0	121675.0	126804.0	130344.0	133054.0	135329.0	137199.0	138769.0	140193.0	141452.0	142721.0	143794.0	144705.0	145629.0	146439.0	147202.0	147920.0	148609.0	149299.0
31	77282.0	99567.0	110192.0	116445.0	120807.0	124235.0	126882.0	129168.0	131020.0	132554.0	133972.0	135311.0	136450.0	137528.0	138501.0	139356.0	140182.0	140955.0	141672.0	142400.0
32	76634.0	98827.0	109379.0	115865.0	120187.0	123524.0	126036.0	128155.0	130022.0	131571.0	132926.0	134133.0	135311.0	136342.0	137277.0	138110.0	138938.0	139693.0	140364.0	141072.0
33	71546.0	93869.0	104930.0	111634.0	116386.0	120000.0	122837.0	125146.0	127131.0	128933.0	130478.0	131828.0	133065.0	134208.0	135167.0	136063.0	136933.0	137721.0	138439.0	139079.0
5	71231.0	91853.0	102717.0	109576.0	114717.0	118611.0	121810.0	124395.0	126615.0	128516.0	130198.0	131654.0	132972.0	134212.0	135273.0	136366.0	137338.0	138244.0	139073.0	139894.0
