Sample	Unique Reads	Duplicate Reads
17_1	17920164.0	44822253.0
17_2	18830402.0	43912015.0
20_1	21115674.0	58044742.0
20_2	22840914.0	56319502.0
26	48332338.0	136036297.0
27	42188640.0	176104392.0
28	62145364.0	143778571.0
29	50502650.0	147244140.0
2_1	19345511.0	54981418.0
2_2	20435766.0	53891163.0
30	50878547.0	185276392.0
31	31230814.0	223693894.0
32	30946068.0	179370846.0
33	28155640.0	200960594.0
5_1	18342962.0	41820733.0
5_2	19178782.0	40984913.0
