Sample	Unique Reads	Duplicate Reads
17_1	18172770.0	44284500.0
17_2	19071991.0	43385279.0
20_1	21518947.0	56118912.0
20_2	22659537.0	54978322.0
26	48237969.0	135841974.0
27	42093421.0	175834923.0
28	62053835.0	143543728.0
29	50414895.0	147014838.0
2_1	19588027.0	54446102.0
2_2	20541812.0	53492317.0
30	50768975.0	184853984.0
31	31078817.0	223255722.0
32	30937703.0	179089781.0
33	28113150.0	200659184.0
5_1	18577772.0	41059929.0
5_2	19250707.0	40386994.0
