Sample	Known Splicing Events	Partial Novel Splicing Events	Novel Splicing Events
17	5893561.0	55398.0	59173.0
2	6794406.0	65106.0	54665.0
20	10518810.0	114577.0	82575.0
26	3975092.0	86045.0	84866.0
27	3916443.0	82593.0	72633.0
28	4845353.0	126028.0	114186.0
29	4377810.0	103111.0	95305.0
30	4403688.0	105516.0	104766.0
31	3247072.0	72865.0	65994.0
32	3165009.0	65327.0	53810.0
33	2963385.0	67150.0	59816.0
5	4705665.0	45745.0	46473.0
