Sample	Exonic	Intronic	Intergenic
17	68946848.0	20407974.0	5774986.0
2	85417126.0	20370464.0	5708602.0
20	104368832.0	19022979.0	5599119.0
26	78292623.0	46485549.0	10927485.0
27	55782032.0	29858398.0	6950048.0
28	94714259.0	56930301.0	12127192.0
29	90616983.0	46048215.0	10084947.0
30	115884127.0	55659767.0	13131910.0
31	117433449.0	36165410.0	9984193.0
32	42213951.0	19905239.0	5262166.0
33	104252148.0	32577200.0	9454695.0
5	59365218.0	25070818.0	5502383.0
