Sample	Sense	Antisense	Undetermined
17	2.5	96.28999999999999	1.21
2	1.9800000000000002	96.34	1.67
20	0.95	98.28	0.77
26	95.35	3.63	1.02
27	96.28	2.74	0.98
28	94.94	4.05	1.01
29	95.32000000000001	3.5900000000000003	1.09
30	95.28	3.61	1.11
31	95.32000000000001	3.1	1.58
32	95.64	2.94	1.43
33	94.89999999999999	3.55	1.55
5	2.36	96.28	1.35
